text,label
0%27<@!=1+||%0b%7e+{x%0b(select%0b1)}=1=+(~%0btrue)%23,1
0'||%0b!@<@%0bor+!%0b1%3C(%7e+0)+or',0
1%0bor+!%0btrue=%0b(!%0b{a+1}=1)%23,1
0'<@!=1.+||%0b~+false-(!+{x%0b(select+1)}=1)%0bor',1
1+or%0b%7e+{x%0b(select+1)}=1>(!%0b{x+(select+1)}=1)%23,0
0%27or%0b1<@.%0bor%0b~+false>(not%0b{x+(select+1)}=1)%0b||%27,1
0'<@=.1%0b||%0btrue%0blike%0b{a%0b1}=1%0bor',1
0%27or%0b@<@+or%0b!+0=+(~+true)+||%27,1
1+&&+not+{x+(select+1)}=1+,0
0%27or%0b1<@.%0bor+%7e+true=%0b(not%0bfalse)%0b||%27,1
0%27||%0b!@<@.%0bor+not+{`if`%0b1}=1=%0b(not%0b{x+(select%0b1)}=1)%0b||%27,1
0'||%0b@<@.+||+%7e+true=%0b(~+{x%0b(select%0b1)}=1)+||',1
0%27||%0b1<@.+or+~+{x+(select+1)}=1>(!%7efalse)%0b||%27,0
9'+or%0b~%0b{a+1}=1=%0b(%7e+{x+(select+1)}=1)%0bor'0,1
0'or%0b@<@+or+~%0b0=%0b(%7e+{`if`+1}=1)%0bor',1
0'or+1<@.%0bor+not%0b1<(~%0b{x+(select+1)}=1)%0bor',1
0%27||+1<@.%0bor+%7e%0b{x%0b(select%0b1)}=1=+({`if`+1}=1)+or%27,1
0%27or%0b1<@+or%0b%7e%0b{`if`+1}=1=+(~%0b{x%0b(select+1)}=1)+or%27,1
0%27or%0b@<@%0b||%0bnot~false%3C(~+{a+1}=1)+||%27,0
9%0bor+%7e+{`if`%0b1}=1=+(%7e%0b{x+(select+1)}=1)+,1
3'+||+~%0btrue=%0b({x+(select+1)}=1)+||'0,1
0'||+@<@.%0b||+!+{x+(select%0b1)}=1=%0b(!~false)%0b||',1
1'+or+not~0%3C(%7e%0b0)%0bor'0,0
9+or+%7e%0b{a%0b1}=1>(not+{a%0b1}=1)%23,0
0%27||%0b@<@%0b||+%7e%0bfalse>(!+{a+1}=1)+or%27,0
3%0b||%0b%7e%0b{x%0b(select+1)}=1=+({x%0b(select+1)}=1)+,1
2'%0bor+not+false=%0b({`if`%0b1}=1)+or'0,0
0'or+!@<@%0bor%0b!+1%3C(1)+||',0
8'%0bor%0b{`if`%0b1}=1-(not+{x+(select+1)}=1)+or'0,1
0%27||%0b1<@.%0b||%0b%7e+{x%0b(select%0b1)}=1=%0b(%7e%0b{x%0b(select%0b1)}=1)+or%27,1
0%27||%0b1<@%0bor%0b!+0=+({x+(select%0b1)}=1)+or%27,1
0%27or%0b@<@.%0b||+{x%0b(select+1)}=1=+(%7e+{x%0b(select+1)}=1)+or%27,1
0%27or%0b!@<@+or%0bnot+{a+1}=1=%0b(0)%0bor%27,1
0'<@=1%0bor+%7e%0b{a+1}=1=%0b(~+1)--+,1
0'or+@<@%0bor+~+{x%0b(select%0b1)}=1=%0b(%7e+true)+or',1
0+||%0b%7e+{x+(select%0b1)}=1=%0b(%7e+false)%0b,0
0'<@=.1%0bor%0bnot+{x%0b(select+1)}=1=%0b(not+{a+1}=1)--%0b,1
6'%0b||+!%0btrue%3C(~%0b{`if`+1}=1)%0bor'0,0
0%27<@=1.+or%0b~%0btrue-(!+{a%0b1}=1)--%0b,1
0'or+@<@+||+%7e%0bfalse=+({a+1}=1)+or',1
0%27||%0b!@<@%0bor+not%0btrue=+(not+1)+or%27,1
0'%0b||+!+{x%0b(select%0b1)}=1<(%7e%0b{x%0b(select%0b1)}=1)%0bor'0,0
0'||+@<@.%0bor%0bnot%0b{`if`%0b1}=1=%0b(not%0b{a%0b1}=1)%0b||',1
0'||%0b@<@%0bor%0b~%0b{a%0b1}=1=%0b(~+{a%0b1}=1)%0bor',1
0%27<@=1%0b||+%7e%0b{a+1}=1-(!+true)+or%27,1
5'+||+!~0=%0b(not%0b{x+(select+1)}=1)+||'0,1
0'<@!=1+or%0b{x%0b(select+1)}=1=%0b(~+{a+1}=1)%0bor',1
0%27||+1<@%0bor+true%0blike+{`if`%0b1}=1+||%27,1
0%27||+1<@.+||%0b!%0bfalse=+(%7e+{x%0b(select%0b1)}=1)%0b||%27,1
7%27+||+!%0b{a%0b1}=1<(!%0b0)+or%270,0
2'+or%0b~+{a+1}=1=%0b(%7e%0b1)+||'0,1
0'or+!@<@.+or%0b!%0b{x%0b(select+1)}=1<(~+{x+(select+1)}=1)%0bor',1
0'or%0b!@<@.+or+~%0btrue=+(~+{a%0b1}=1)+or',1
2%0bor%0b~%0btrue>(not%0b1)--%0b,0
3'+||%0b{`if`%0b1}=1=+(not+0)+or'0,1
0'or%0b!@<@%0b||%0b~+{a%0b1}=1>(!%0b{a+1}=1)%0b||',0
0'||+@<@+or+~+{x+(select+1)}=1=+(%7e+0)%0bor',0
0'||+!@<@.%0bor+not%0b{a%0b1}=1%3C(~%0b{`if`+1}=1)%0bor',1
3'+||+not+{x%0b(select%0b1)}=1=+(not%0b{x+(select+1)}=1)+||'0,1
0%27or%0b@<@.%0b||%0b~%0bfalse-(not%0b{`if`%0b1}=1)%0b||%27,1
0%27or%0b1<@.+||+%7e%0b0-(!%7efalse)+or%27,1
0%27or%0b1<@.%0b||+not~false=%0b(not%0b1)+||%27,1
0%27<@=.1%0b||%0b!%0btrue%3C(!+0)+or%27,1
5%27+or%0bnot+{x+(select%0b1)}=1%3C(~+{a+1}=1)+||%270,0
7%0bor+~%0b{a+1}=1=+(~+{x%0b(select+1)}=1)--%0b,1
0'||+!@<@%0bor+!%0b0=%0b(~+0)%0b||',1
0'or%0b!@<@+or+!+{a%0b1}=1<(true)+||',0
0%27or+1<@.%0b||%0b!%0b{a+1}=1<({x%0b(select+1)}=1)%0b||%27,1
0%27<@=.1+or%0b0=+(not%0b{a+1}=1)%0bor%27,1
0%27||+!@<@.%0b||+%7e%0b{x%0b(select%0b1)}=1=%0b(~+{x+(select+1)}=1)+||%27,1
0%27||+!@<@.%0b||%0bnot%0b1=+(!%0btrue)+or%27,1
0%27||%0b!@<@+or%0b~%0b{a%0b1}=1>(!+{a+1}=1)+||%27,0
0%27<@!=.1+or+%7e+true=%0b(not+false)+||%27,1
8'+or+~%0btrue-(not+1)+or'0,1
0'or%0b@<@%0b||%0b~%0b{`if`+1}=1=+(~+{`if`+1}=1)+||',1
4'%0bor%0b!~false%3C(~+1)%0bor'0,0
0'or%0b1<@%0b||%0bnot+false-(!%0b{a+1}=1)%0b||',1
0'or%0b@<@.+or+%7e+1>(not~0)+||',1
0%27||%0b@<@.%0bor+%7e+{x%0b(select+1)}=1=+(~%0b{`if`+1}=1)%0bor%27,1
0'||+1<@.+or+%7e%0b{x%0b(select%0b1)}=1-(not%7efalse)+||',1
6%0b||%0bnot+{x+(select+1)}=1=%0b(!%0b{a%0b1}=1)%0b,1
4%27%0bor+not+false=+(~%0btrue)%0b||%270,0
0'||+@<@.+or%0b!+{x+(select%0b1)}=1=+(not%0b{a%0b1}=1)+||',1
0'or%0b1<@%0b||+!+{a%0b1}=1%3C(%7e%0b1)+||',0
9+||%0bnot%0b{`if`+1}=1=+(!+{x%0b(select%0b1)}=1)--%0b,1
1%27%0bor%0b%7e+{`if`+1}=1=+(%7e%0b{a+1}=1)+or%270,1
0%27<@!=.1%0b||+not~false%3C(~%0b{x%0b(select%0b1)}=1)+||%27,1
9%0bor+not%0btrue=%0b(!+{x+(select%0b1)}=1)%0b,1
0%27or%0b1<@.+||+{`if`%0b1}=1%0blike%0b1%0b||%27,1
8+or%0b%7e+{x+(select+1)}=1>(not+true)--%0b,0
0%27||%0b!@<@%0b||+!%0b1%3C({x%0b(select+1)}=1)%0b||%27,0
6'%0bor+not+{`if`%0b1}=1%3C({`if`+1}=1)%0bor'0,1
0'<@!=.1+or+true%0blike+{a%0b1}=1--+,1
0'||+1<@.%0bor%0b0=+(not+true)%0bor',1
0'or+!@<@.%0bor+!%0b0=%0b(%7e+{`if`%0b1}=1)+or',1
3%27%0b||%0b%7e%0b{x+(select%0b1)}=1-(not~false)+or%270,1
3+||+~+{x+(select%0b1)}=1-(not+{x%0b(select%0b1)}=1)--+,0
6%0bor+!~0<(~%0b{x%0b(select+1)}=1)%23,0
0%27||+@<@.+or%0bnot%0b0>(!+{x+(select+1)}=1)%0bor%27,1
0%27||+@<@.+||%0b%7e%0b1=%0b(~+{x%0b(select%0b1)}=1)+||%27,1
0'<@=1.+||%0b%7e+true>(not%7e0)%0bor',1
0'or+1<@.+||+%7e+{x+(select%0b1)}=1-(not%0b{a%0b1}=1)%0bor',1
0'or+1<@+||+~%0b{`if`%0b1}=1>(not+{`if`+1}=1)+or',1
2%27+||+not%0b1=%0b(!+{x+(select+1)}=1)+or%270,1
0%27or%0b!@<@.%0bor+%7e+{a+1}=1-(not+{a+1}=1)+||%27,1
9'+or%0b~%0b0-(not+{x+(select%0b1)}=1)+or'0,1
1+or+!+{`if`%0b1}=1%0bis%0bfalse%0b,1
3'+or+%7e%0bfalse=%0b(~%0btrue)+||'0,1
0'or%0b1<@%0bor+not%0b{x%0b(select%0b1)}=1=%0b(not%0b{`if`%0b1}=1)%0b||',1
0'<@!=1%0b||+not+{x+(select+1)}=1=%0b(not%0b{x%0b(select%0b1)}=1)+or',1
0%27||+@<@%0bor+~%0b{x%0b(select+1)}=1=%0b(%7e%0b{`if`+1}=1)+||%27,1
5%27+or%0b{x%0b(select%0b1)}=1=%0b(!+0)+or%270,1
0'||%0b1<@.%0bor+%7e%0b{x+(select%0b1)}=1>(not%7efalse)%0b||',1
0'<@=.1%0bor+~%0b{`if`%0b1}=1%0bis%0btrue--%0b,1
0%27||%0b!@<@.+or+%7e%0b{a+1}=1>(not+{a+1}=1)+||%27,1
0%27or+!@<@%0b||+not%7e0=%0b(not%0b{x%0b(select%0b1)}=1)+or%27,1
7%27+||%0b!+{a%0b1}=1=%0b(not%0b{x+(select+1)}=1)+||%270,1
0'or%0b1<@%0b||%0bnot+{a+1}=1%3C(%7e%0b{x+(select+1)}=1)+||',0
9'+||%0b!%7e0<(true)+or'0,0
2%27+or%0b~+{a+1}=1>(not%0b{a+1}=1)%0b||%270,0
0%27<@=1.+or+not+false=+({`if`%0b1}=1)%23,1
5'+||+not%0bfalse>(not+{`if`+1}=1)%0bor'0,0
0%27or%0b1<@+||+!%0b{x%0b(select%0b1)}=1<(~%0b{a+1}=1)+or%27,0
0'<@!=1.%0b||%0b~+{x%0b(select%0b1)}=1-(not%0b{x+(select%0b1)}=1)%0b||',1
6'+or+%7e%0b{x%0b(select%0b1)}=1>(!+true)+or'0,0
0'||%0b@<@.%0bor+!+{a+1}=1<(~+0)+||',1
0%27||%0b!@<@.+||%0bnot%0b0>(!%0b{x+(select+1)}=1)+or%27,1
7'+||+!~0%3C(%7e%0b{x%0b(select%0b1)}=1)%0bor'0,0
0'or%0b@<@.+||%0b!~false=+(!+{a%0b1}=1)%0b||',1
0%27||+1<@%0bor+%7e+{x+(select+1)}=1-(!%0b1)+or%27,1
0'<@!=1+||%0b!+true%3C(!+0)%0bor',0
8%0b||%0bnot+1=+(!+{x+(select+1)}=1)%0b,1
0'or+@<@.+or+not%0b{`if`%0b1}=1%3C(1)+||',1
0%27||%0b@<@+or%0b!+{a+1}=1=+(not+{x+(select+1)}=1)+or%27,1
3%27+or%0b~+{`if`%0b1}=1>(not%0b1)+or%270,1
1'+or%0bnot~false=+(not%0b{a%0b1}=1)%0b||'0,1
0%27or+@<@+or%0b!%7efalse%3C(~%0b{a%0b1}=1)%0b||%27,0
3%0b||+%7e+{x+(select%0b1)}=1=+(~%0b{x+(select+1)}=1)%23,1
2%0b||%0b{x%0b(select%0b1)}=1>(!%0b1)%0b,0
0%27or%0b!@<@+||%0b{x+(select%0b1)}=1%0blike%0b{`if`+1}=1%0b||%27,1
6'+or%0b!%0b{`if`+1}=1=%0b(not+{x+(select%0b1)}=1)+||'0,1
0'or%0b!@<@+or%0bnot%0b{`if`%0b1}=1=+(false)+||',1
0%27<@!=.1%0bor+not%0btrue<(%7e%0b1)--%0b,1
0'or+@<@+||%0b~+{x%0b(select+1)}=1>(!+{x%0b(select%0b1)}=1)%0b||',0
6'+||+!+{x+(select+1)}=1%3C(not%0b0)+||'0,0
0%27||+!@<@%0b||+%7e+{x+(select+1)}=1=+(%7e%0b{x+(select+1)}=1)+||%27,1
0%27||+@<@%0b||+~+1-(not%0b{`if`%0b1}=1)%0bor%27,1
6%0bor+~+{x%0b(select+1)}=1=+({x+(select+1)}=1)--%0b,1
0%27||+1<@+or+not%7efalse%3C(%7e+{a+1}=1)%0b||%27,0
0%27||+1<@.+or%0b~%0b{x%0b(select+1)}=1=%0b(~%0b{a%0b1}=1)%0b||%27,1
0%27or%0b!@<@.+or%0b~%0b{a%0b1}=1=%0b(~%0b{`if`%0b1}=1)%0b||%27,1
0'or%0b@<@%0b||+~%0b{a+1}=1-(not%0b{`if`+1}=1)+or',1
0%27||+!@<@.+||%0bnot+{a%0b1}=1=%0b(!+{x+(select+1)}=1)+or%27,1
5'%0bor+~+true=%0b(%7e+1)+or'0,0
0%27or%0b1<@.+or%0bnot%7e0=+(not%7e0)%0b||%27,1
0%27||+1<@.%0b||%0b~+{a%0b1}=1=%0b(not%0bfalse)+or%27,1
0'or%0b1<@.%0bor+~+false=%0b(~+{x+(select%0b1)}=1)%0bor',1
4%27%0b||+not+{x+(select%0b1)}=1%0bis+false+||%270,0
0%27or+!@<@.%0b||+not%0b{x+(select+1)}=1%3C(%7e%0b{x%0b(select+1)}=1)+or%27,1
0%27%0bor+!%0b{x%0b(select+1)}=1=+(!+{`if`%0b1}=1)%0b||%270,1
0'||+1<@%0bor+not%0bfalse>(not+{x%0b(select%0b1)}=1)+||',0
0%27||%0b@<@%0b||+!+{x%0b(select+1)}=1<(~+1)%0bor%27,0
0%27or+@<@%0b||+{x%0b(select%0b1)}=1=+(%7e%0b{x+(select%0b1)}=1)+or%27,1
0%27<@=.1+or+~%0b1>(not+1)+or%27,1
7'%0b||+!%0b{x%0b(select+1)}=1%3C(~%0b{x%0b(select+1)}=1)%0bor'0,0
8%27+||+not+{`if`%0b1}=1<(~+1)%0bor%270,1
0%27||+@<@+or+%7e%0b1=%0b(~+1)+||%27,1
0%27||+!@<@+||%0b~+{x%0b(select+1)}=1>(not%0b{x%0b(select%0b1)}=1)+||%27,0
8'%0bor%0bnot~false<({`if`+1}=1)%0bor'0,0
0%27or%0b!@<@+or+not%0btrue=+(not+1)+or%27,1
0'||+@<@.+||%0btrue=%0b(!%0bfalse)+or',1
5%27%0bor%0bnot+{`if`%0b1}=1=%0b(not%0b{x+(select%0b1)}=1)+||%270,1
0%27||%0b!@<@+||%0b~%0b0=+(~+{`if`+1}=1)+or%27,1
0%27or+@<@%0bor%0bnot%0b{x+(select+1)}=1%3C(%7e%0b{x%0b(select+1)}=1)%0b||%27,0
6+||+not%0b0-(!+{x+(select%0b1)}=1)%0b,1
8+||%0bnot~false%3C(%7e%0b{x%0b(select%0b1)}=1)%0b,0
0%27or+!@<@%0bor%0bnot%0b{x%0b(select%0b1)}=1%3C(~+{x%0b(select%0b1)}=1)+||%27,0
0'<@=.1+or%0b!%0b{`if`%0b1}=1=+(!%0b{`if`%0b1}=1)+||',1
0'<@=.1%0bor+~%0b{`if`+1}=1=+(~%0b{`if`%0b1}=1)--%0b,1
9%27%0bor+%7e%0btrue=+(%7e%0b{x%0b(select+1)}=1)+||%270,1
0'or%0b1<@+or%0b~+true>(not+{`if`%0b1}=1)%0bor',0
0%27<@!=1+or%0bnot%0b{x+(select+1)}=1%3C(%7e+{`if`+1}=1)%23,0
0'or+!@<@+||+not%0b0=+({a+1}=1)+||',1
1%27+or%0bnot%0b{`if`+1}=1%3C(%7e%0b{x%0b(select+1)}=1)%0bor%270,1
0%27or%0b!@<@+or+!%0b{a+1}=1<({a+1}=1)+or%27,0
0'or%0b!@<@%0bor+~%0btrue=%0b(~%0b{x%0b(select%0b1)}=1)+or',1
0%27or%0b1<@%0b||+!%0b0=+(~+{x+(select%0b1)}=1)%0b||%27,1
0%27or+1<@+||+!%0b{x+(select%0b1)}=1=%0b(not+{`if`+1}=1)+or%27,1
0%27<@=1%0b||+~+{x+(select%0b1)}=1>(not%0b{`if`+1}=1)%0b||%27,1
6%27+||%0b%7e+{`if`%0b1}=1-(not+{a%0b1}=1)%0bor%270,1
0%27<@!=1.%0bor%0bnot+{x%0b(select%0b1)}=1<(~+{`if`%0b1}=1)+||%27,1
0'or%0b@<@%0bor+!%0b{x+(select%0b1)}=1+is%0bfalse+||',1
0%27||+@<@%0bor%0b!%0b{x%0b(select+1)}=1%3C(~+true)+||%27,0
0%27or%0b!@<@.%0bor+~+{`if`+1}=1=+(%7e+{x+(select+1)}=1)+or%27,1
0%27<@!=.1+||+!%0b{x%0b(select+1)}=1%3C({x%0b(select%0b1)}=1)--%0b,1
0'||%0b@<@.+or+~%0b{a%0b1}=1=%0b(%7e%0b{a%0b1}=1)%0b||',1
7%27+||%0b!+{a+1}=1%3C(%7e+{x%0b(select%0b1)}=1)%0bor%270,0
8%0b||+%7e%0b{x%0b(select+1)}=1>(not+{x%0b(select+1)}=1)+,0
0'<@=1%0bor%0bnot~false<({x+(select+1)}=1)--+,1
0'||%0b1<@.+or+%7e%0b{x%0b(select%0b1)}=1>(!+{x+(select%0b1)}=1)%0bor',1
0'<@=1.+or%0bnot%0b{a%0b1}=1=+(!+{x%0b(select%0b1)}=1)--%0b,1
0'||%0b1<@+or%0b!+true=%0b(!+true)+or',1
8'%0b||%0b!%0b{x%0b(select+1)}=1%0bis%0bfalse+||'0,1
0%27<@!=1%0bor%0b%7e+{x%0b(select%0b1)}=1=+(%7e%0btrue)%0b||%27,1
2+or+not%0bfalse>(!~0)+,0
0%27<@=.1+or%0b%7e%0b{x%0b(select+1)}=1>(not+{a+1}=1)--%0b,1
3%27%0bor+!%0b{x+(select%0b1)}=1<(%7e%0b{`if`+1}=1)+or%270,0
7%27+||+%7e%0b{x%0b(select+1)}=1-(not%7efalse)%0bor%270,1
4+or%0b{a%0b1}=1=%0b(%7e+false)+,1
7'%0b||%0b%7e%0btrue=+(%7e+{x%0b(select+1)}=1)%0bor'0,1
0'or%0b!@<@%0b||+~+{a%0b1}=1=+(~+{x%0b(select+1)}=1)+or',1
3%0b||%0b{x%0b(select+1)}=1>(not%0b{a+1}=1)--%0b,0
5'%0b||+!%7efalse<(~+{x+(select%0b1)}=1)%0b||'0,0
0'<@=1%0b||+~%0b0=%0b({x+(select+1)}=1)--%0b,1
0%27||+1<@.+or+%7e%0b{`if`%0b1}=1=+({x%0b(select+1)}=1)+or%27,1
1'+or%0bnot~0=+(not%0b{x+(select%0b1)}=1)%0bor'0,1
0'or%0b@<@.+or+not%0b{a%0b1}=1=%0b(not~false)+or',1
0%27||%0b1<@+or+%7e+1=%0b(%7e+false)%0bor%27,1
4'%0bor+!%0b{a%0b1}=1<(~+{`if`%0b1}=1)+or'0,0
0%27<@=1+||%0bnot%0b0=%0b(~%0b{x+(select+1)}=1)%23,1
3+or+~+{`if`+1}=1>(!~false)%0b,1
0'or%0b!@<@.+||%0bnot%0btrue=+(!%0b{x%0b(select%0b1)}=1)%0b||',1
2%0bor%0b!%0b1<(!%0b0)--%0b,0
0%27or%0b@<@.%0bor+!%0b{a+1}=1=+(not+{x%0b(select+1)}=1)%0bor%27,1
0'or%0b@<@%0b||%0b%7e%0btrue=+(~+{x%0b(select+1)}=1)%0bor',1
0%27or%0b!@<@%0bor%0bnot%0bfalse=%0b(!+false)+||%27,1
0'||+@<@.+||%0b!+{x%0b(select+1)}=1<(~+0)%0bor',1
0%27||+1<@.+||%0b{x+(select%0b1)}=1=+(%7e+0)%0b||%27,1
0'||+1<@.%0bor%0b~+1=+(%7e+{a%0b1}=1)+or',1
0'||+@<@+or+not%0btrue%3C(!%0bfalse)%0b||',0
0%27||%0b!@<@.%0bor%0b~%0b{x%0b(select%0b1)}=1=+(%7e+{x%0b(select%0b1)}=1)+or%27,1
0'or%0b@<@.+||+~%0b{a+1}=1>(!+{`if`+1}=1)%0b||',1
0%27or%0b1<@+||%0b%7e%0b{x%0b(select%0b1)}=1>(not+{a%0b1}=1)%0b||%27,0
2'+or%0bnot%0b{a%0b1}=1<(%7e+true)+||'0,0
3%0bor%0bnot~0%3C(%7e%0b{`if`+1}=1)%23,0
0'||%0b1<@%0b||%0b%7e%0b0=%0b(~%0b{x%0b(select%0b1)}=1)+or',1
0%27||%0b@<@.+||%0bnot%0b{x%0b(select%0b1)}=1%3C(not%0b0)+or%27,1
0%27or%0b1<@.+or%0b%7e+{x+(select+1)}=1=%0b(~+{x+(select+1)}=1)+or%27,1
2'+||+!%7e0=+(!+{x+(select%0b1)}=1)+or'0,0
0'or+1<@.%0b||%0b%7e+false=%0b(%7e+{a+1}=1)+||',1
0%27<@=1%0b||%0b%7e%0b{x+(select%0b1)}=1=%0b(~+{a%0b1}=1)%23,1
0'+or+%7e%0b1=%0b(~%0b{x%0b(select+1)}=1)%0b||'0,1
8%27+||%0bnot+{x%0b(select+1)}=1<(~+0)+or%270,0
0%27<@!=.1%0bor%0b!%0b{`if`%0b1}=1=%0b(not~0)--%0b,1
0%27or%0b@<@%0bor%0b~%0b{x+(select+1)}=1>(not+{`if`+1}=1)+or%27,0
0%27or%0b@<@.%0b||%0bnot+{`if`%0b1}=1%3C(~+{x+(select+1)}=1)+or%27,1
0'or+@<@.%0b||+!~0=%0b(not%7efalse)%0b||',1
8'+or%0b%7e+true=+(~%0b1)%0bor'0,0
3%27+||+!+{x+(select+1)}=1%3C(not+false)%0bor%270,0
0'||%0b1<@+||%0b1+like%0b{x+(select%0b1)}=1%0bor',1
0%27<@!=1.%0bor%0bnot%0b{a+1}=1<(~+false)--+,1
0%27or+@<@+or%0b%7e+0>(not%0b{`if`%0b1}=1)%0b||%27,0
0%27||+!@<@+||+not+1<(~+{x+(select+1)}=1)+or%27,0
0'or+1<@.%0bor%0b%7e%0b{x+(select+1)}=1>(!%0b{`if`+1}=1)%0bor',1
1'+||%0b{x+(select+1)}=1+like+true+or'0,0
0'||+!@<@.%0b||+%7e%0b0>(not+{x%0b(select+1)}=1)+||',1
9%0bor+%7e+{x+(select%0b1)}=1=%0b(true)--+,1
0%27<@=1+or%0b!+{a+1}=1<(~+{`if`%0b1}=1)--%0b,1
6'+or%0b!+{a+1}=1=%0b(not+{x+(select%0b1)}=1)+||'0,1
2%27+||+not+{a%0b1}=1<(~+1)+or%270,0
6%27%0bor%0b%7e%0b{x%0b(select%0b1)}=1=+(~%0b{x%0b(select%0b1)}=1)+or%270,1
4%0b||+%7e+{x%0b(select%0b1)}=1=+(!%0bfalse)--%0b,1
0'||%0b@<@%0b||%0b{a%0b1}=1>(!+1)%0bor',1
0%27||+1<@.+||%0b{`if`%0b1}=1>(not%0b{a%0b1}=1)%0bor%27,1
0+or%0b{`if`%0b1}=1=+(%7e%0b{`if`+1}=1)--%0b,1
0%27or%0b!@<@.%0b||%0b~+1=+(%7e%0bfalse)+or%27,1
0%27||+1<@+||+not%0b{a+1}=1=+(not%0btrue)+or%27,1
0'<@!=.1%0bor+not%0b{x+(select%0b1)}=1%3C(%7e%0b{`if`%0b1}=1)+||',1
0%27<@=.1%0bor%0b~%0b{x%0b(select+1)}=1-(not+{x+(select+1)}=1)--+,1
0%27||%0b1<@.+or%0bnot+{x%0b(select%0b1)}=1<(%7e%0b0)%0bor%27,1
0%27or%0b1<@%0b||+!+{a+1}=1<(%7e+true)%0bor%27,0
9'%0bor%0bnot~0%3C(true)%0bor'0,0
0%27||%0b1<@.+or+not+{x%0b(select+1)}=1=%0b(not%0b{`if`+1}=1)+or%27,1
2%0bor+!~0%3C(not%0b0)--+,0
6+||+{x%0b(select+1)}=1+like+{`if`+1}=1%0b,1
2'+or+%7e+{`if`%0b1}=1>(not%0b{a+1}=1)+or'0,1
0'||+@<@%0bor%0bnot+{x%0b(select%0b1)}=1=%0b(not+{x%0b(select%0b1)}=1)%0bor',1
1+or%0b{a%0b1}=1-(!%0b{a%0b1}=1)--%0b,1
2'+||%0b!%0b1<(~+{`if`+1}=1)+or'0,0
0'or%0b1<@%0bor+!~false=%0b(!+{x+(select+1)}=1)%0b||',1
0'<@!=1+||%0bnot%0b{x%0b(select+1)}=1=+(!+{`if`+1}=1)+or',1
0%27<@=.1+or%0b%7e+{x+(select%0b1)}=1>(!%0b{x%0b(select+1)}=1)--+,1
0'<@!=1.+or%0bnot~0=+(not%0b{`if`%0b1}=1)--%0b,1
0%27||%0b1<@.%0bor%0bnot+true<(true)%0bor%27,1
0'or%0b!@<@.+||%0b!+{x+(select+1)}=1=+(not%0b{x+(select%0b1)}=1)+||',1
0'or+@<@+||+true=+(%7e%0btrue)%0b||',1
5%27%0b||%0bnot%7e0=%0b(!+{a+1}=1)%0bor%270,1
0%27||+1<@+||%0b!%0b1<(%7e%0b0)%0bor%27,0
1%27+or%0b%7e+{x+(select%0b1)}=1=+(%7e%0b0)+or%270,0
7+or+!%0b1%3C({a%0b1}=1)--%0b,0
8'+or%0b~%0b{x%0b(select%0b1)}=1=%0b(%7e+true)+or'0,1
4'+||%0b~+0>(not%0b{a+1}=1)%0bor'0,0
0'<@=1.%0bor+!+0=+(~+{x%0b(select%0b1)}=1)%0bor',1
7%27+||%0b~+{a%0b1}=1=+({x%0b(select+1)}=1)%0b||%270,1
0%27or%0b!@<@+||%0b%7e+{a%0b1}=1-(not%7efalse)%0b||%27,1
0%27or+!@<@.+or+%7e+{x+(select+1)}=1>(not+1)+or%27,1
0'or%0b@<@%0bor%0b!+1=+(not+{x%0b(select%0b1)}=1)%0bor',1
0'||%0b@<@.+or%0b{x+(select+1)}=1=+(not%0bfalse)%0bor',1
0%27or%0b@<@.+||%0b~%0b{x%0b(select+1)}=1>(!%0b{x%0b(select+1)}=1)+||%27,1
0%27||+!@<@%0b||%0bnot%0b{x+(select+1)}=1=+(!%0b{x%0b(select+1)}=1)+||%27,1
0'||+!@<@.%0b||+not%0b{x+(select%0b1)}=1=+(!~false)%0bor',1
4%27+or%0b!+false=+(%7e%0b1)%0bor%270,1
0%27+||%0b{x+(select+1)}=1+is+true%0b||%270,0
0%27||+@<@%0b||%0b!+1%3C(%7e%0b{`if`%0b1}=1)+or%27,0
0%27||%0b@<@%0bor%0b%7e%0b1=%0b(%7e+{a%0b1}=1)+or%27,1
0%27<@!=1.%0b||%0b~%0b1>(!~0)+or%27,1
4%27%0bor+~+{x+(select+1)}=1=%0b(%7e+{`if`%0b1}=1)+or%270,0
0%27or%0b!@<@.+or%0b{x%0b(select%0b1)}=1=+(%7e%0b1)%0b||%27,1
0%27||+!@<@%0b||+{x+(select%0b1)}=1>(!%0b{a%0b1}=1)%0bor%27,1
0%27||+@<@+||+not%0b{x%0b(select+1)}=1=%0b(!%0b1)%0bor%27,1
0'or%0b@<@+or%0b%7e%0btrue>(!%0b{`if`+1}=1)+or',0
0'or+@<@%0b||%0bnot%0b{`if`+1}=1<(~+{`if`+1}=1)%0bor',1
0%27%0bor+not+{x+(select%0b1)}=1<(~%0b{a+1}=1)%0bor%270,0
2+||+~+{x+(select%0b1)}=1=+(~+{x+(select%0b1)}=1)--%0b,0
7+or%0b{`if`+1}=1=+(%7e+false)%0b,1
0'||+@<@.%0bor+false<(%7e%0btrue)+||',0
2%27+||+%7e%0b{x+(select+1)}=1=%0b(%7e%0b{x%0b(select%0b1)}=1)%0bor%270,1
0%27||+!@<@.%0bor%0b~%0b{`if`+1}=1=%0b(%7e%0b0)%0b||%27,1
0'or+!@<@%0bor%0bnot%7efalse=+(!~0)%0bor',1
